
SYMMETRICAL COMPONENT VOLTAGES BY BUS (for 3-phase buses)

Bus   Mag:   V1 (kV)    p.u.     V2 (kV)   %V2/V1    V0 (kV)    %V0/V1

701     0.2306     0.9602          0          0         0         0
702       0.23     0.9578          0          0         0         0
703     0.2296     0.9559          0          0         0         0
704     0.2293     0.9546          0          0         0         0
705     0.2291     0.9539          0          0         0         0
706     0.2313     0.9629          0          0         0         0
707     0.2305     0.9597          0          0         0         0
708       0.23     0.9575          0          0         0         0
709     0.2294     0.9553          0          0         0         0
710     0.2292     0.9542          0          0         0         0
711     0.2289     0.9532          0          0         0         0
712     0.2313     0.9629          0          0         0         0
713     0.2305     0.9596          0          0         0         0
714     0.2299     0.9572          0          0         0         0
715     0.2295     0.9556          0          0         0         0
716     0.2292     0.9543          0          0         0         0
717      0.229     0.9535          0          0         0         0
718     0.2334     0.9719          0          0         0         0
719     0.2329     0.9697          0          0         0         0
720     0.2325      0.968          0          0         0         0
721     0.2322     0.9669          0          0         0         0
722     0.2321     0.9662          0          0         0         0
723     0.2328     0.9694          0          0         0         0
724     0.2324     0.9677          0          0         0         0
725     0.2321     0.9666          0          0         0         0
726      0.232     0.9658          0          0         0         0
727     0.2328     0.9693          0          0         0         0
728     0.2324     0.9675          0          0         0         0
729     0.2321     0.9664          0          0         0         0
730     0.2319     0.9657          0          0         0         0
