Converged in 3 iterations.

Bus Voltages:
Bus Number   Real         Imaginary    Magnitude    Angle       
612          0.9526       -0.0006      0.9526       -0.04       
613          0.9476       0.0004       0.9476       0.02        
614          0.9438       0.0012       0.9438       0.07        
615          0.9414       0.0017       0.9414       0.10        
616          0.9401       0.0019       0.9401       0.12        
617          0.9579       -0.0016      0.9579       -0.10       
618          0.9517       -0.0003      0.9517       -0.02       
619          0.9466       0.0007       0.9466       0.04        
620          0.9429       0.0014       0.9429       0.09        
621          0.9404       0.0020       0.9404       0.12        
622          0.9392       0.0022       0.9392       0.14        
623          0.9579       -0.0016      0.9579       -0.09       
624          0.9517       -0.0003      0.9517       -0.02       
625          0.9466       0.0007       0.9466       0.04        
626          0.9429       0.0014       0.9429       0.09        
627          0.9404       0.0020       0.9404       0.12        
628          0.9393       0.0022       0.9393       0.14        
629          0.9663       -0.0035      0.9663       -0.20       
630          0.9589       -0.0017      0.9589       -0.10       
631          0.9527       -0.0002      0.9527       -0.01       
632          0.9478       0.0010       0.9478       0.06        
633          0.9441       0.0019       0.9441       0.12        
634          0.9416       0.0025       0.9416       0.15        
635          0.9404       0.0028       0.9404       0.17        
636          0.9580       -0.0013      0.9580       -0.08       
637          0.9518       0.0001       0.9518       0.01        
638          0.9468       0.0013       0.9468       0.08        
639          0.9431       0.0022       0.9431       0.14        
640          0.9407       0.0028       0.9407       0.17        
641          0.9394       0.0032       0.9394       0.19        
642          0.9580       -0.0014      0.9580       -0.08       
643          0.9518       0.0001       0.9518       0.01        
644          0.9468       0.0013       0.9468       0.08        
645          0.9432       0.0023       0.9432       0.14        
646          0.9407       0.0028       0.9407       0.17        
647          0.9394       0.0031       0.9394       0.19        
648          0.9641       -0.0041      0.9641       -0.24       
649          0.9581       -0.0026      0.9581       -0.16       
650          0.9533       -0.0015      0.9533       -0.09       
651          0.9497       -0.0005      0.9497       -0.03       
652          0.9473       0.0001       0.9473       0.00        
653          0.9461       0.0004       0.9461       0.02        
654          0.9572       -0.0023      0.9572       -0.14       
655          0.9524       -0.0011      0.9524       -0.07       
656          0.9487       -0.0002      0.9487       -0.01       
657          0.9464       0.0004       0.9464       0.02        
658          0.9452       0.0007       0.9452       0.04        
659          0.9572       -0.0023      0.9572       -0.14       
660          0.9524       -0.0011      0.9524       -0.07       
661          0.9488       -0.0002      0.9488       -0.01       
662          0.9464       0.0004       0.9464       0.02        
663          0.9452       0.0007       0.9452       0.04        
664          0.9641       -0.0041      0.9641       -0.24       
665          0.9580       -0.0026      0.9580       -0.15       
666          0.9530       -0.0014      0.9530       -0.08       
667          0.9492       -0.0004      0.9492       -0.03       
668          0.9467       0.0002       0.9467       0.01        
669          0.9454       0.0005       0.9454       0.03        
670          0.9571       -0.0023      0.9571       -0.14       
671          0.9521       -0.0011      0.9521       -0.06       
672          0.9482       -0.0001      0.9482       -0.00       
673          0.9457       0.0005       0.9457       0.03        
674          0.9445       0.0009       0.9445       0.05        
675          0.9571       -0.0022      0.9571       -0.13       
676          0.9521       -0.0010      0.9521       -0.06       
677          0.9483       -0.0001      0.9483       -0.01       
678          0.9458       0.0005       0.9458       0.03        
679          0.9445       0.0009       0.9445       0.05        
680          0.9637       -0.0043      0.9637       -0.26       
681          0.9562       -0.0027      0.9562       -0.16       
682          0.9500       -0.0013      0.9500       -0.08       
683          0.9450       -0.0002      0.9450       -0.01       
684          0.9413       0.0006       0.9413       0.04        
685          0.9388       0.0012       0.9388       0.07        
686          0.9376       0.0015       0.9376       0.09        
687          0.9553       -0.0024      0.9553       -0.14       
688          0.9491       -0.0010      0.9491       -0.06       
689          0.9441       0.0001       0.9441       0.00        
690          0.9403       0.0009       0.9403       0.06        
691          0.9379       0.0016       0.9379       0.10        
692          0.9367       0.0019       0.9367       0.12        
693          0.9553       -0.0024      0.9553       -0.14       
694          0.9491       -0.0010      0.9491       -0.06       
695          0.9441       0.0001       0.9441       0.00        
696          0.9403       0.0009       0.9403       0.06        
697          0.9379       0.0015       0.9379       0.09        
698          0.9367       0.0019       0.9367       0.11        
699          0.9637       -0.0043      0.9637       -0.26       
700          0.9562       -0.0028      0.9562       -0.17       
701          0.9499       -0.0015      0.9499       -0.09       
702          0.9448       -0.0005      0.9448       -0.03       
703          0.9410       0.0003       0.9410       0.02        
704          0.9384       0.0008       0.9384       0.05        
705          0.9371       0.0010       0.9371       0.06        
706          0.9553       -0.0025      0.9553       -0.15       
707          0.9489       -0.0012      0.9489       -0.07       
708          0.9438       -0.0002      0.9438       -0.01       
709          0.9400       0.0006       0.9400       0.03        
710          0.9375       0.0011       0.9375       0.06        
711          0.9362       0.0013       0.9362       0.08        
712          0.9552       -0.0025      0.9552       -0.15       
713          0.9489       -0.0012      0.9489       -0.07       
714          0.9438       -0.0002      0.9438       -0.01       
715          0.9400       0.0006       0.9400       0.03        
716          0.9374       0.0011       0.9374       0.06        
717          0.9361       0.0013       0.9361       0.08        
718          0.9635       -0.0044      0.9635       -0.26       
719          0.9587       -0.0033      0.9587       -0.20       
720          0.9550       -0.0025      0.9550       -0.15       
721          0.9526       -0.0019      0.9526       -0.12       
722          0.9514       -0.0017      0.9514       -0.10       
723          0.9577       -0.0030      0.9577       -0.18       
724          0.9541       -0.0022      0.9541       -0.13       
725          0.9517       -0.0016      0.9517       -0.10       
726          0.9505       -0.0013      0.9505       -0.08       
727          0.9578       -0.0030      0.9578       -0.18       
728          0.9542       -0.0021      0.9542       -0.13       
729          0.9517       -0.0016      0.9517       -0.10       
730          0.9505       -0.0014      0.9505       -0.08       
